index,lb_resid_stat,lb_resid_pvalue,lb_sq_resid_stat,lb_sq_resid_pvalue,lags
S&P 500,9.938738664619239,0.4458843289362191,11.262371439327218,0.3374456068377726,10
EURO STOXX 50,6.017049188809874,0.8138288160520201,6.821829794330894,0.7421514503006393,10
Nikkei 225,10.113980629291037,0.43055097232500505,12.648735865686122,0.24397971706388302,10
FTSE 100,10.231758947268075,0.4204010989663432,8.2659584752747,0.6028760230400865,10
